,Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
2282,-0.2,-0.07,-4.28,-0.28,-0.79,-9.0,-2.37,-2.19,0.74,-6.78,-1.25,0.82,-0.44,-3.16,1.68,-27.3
2133,-0.17,-0.08,-4.26,-0.28,-0.27,-8.7,-2.51,-2.76,1.5,-6.72,-1.89,0.82,-0.44,-3.29,1.5,-27.3
1025,0.05,0.0,-4.36,-0.72,-2.13,-3.23,-1.5,-1.9,-3.42,-1.41,-0.96,-1.72,-2.54,-4.39,0.9,-27.38
2481,-0.24,-0.06,-4.34,-0.86,-2.3,-7.79,-2.85,-2.19,0.78,-5.38,-1.32,0.59,-0.44,-3.2,1.89,-27.41
1632,-0.07,-0.07,-4.2,-0.24,-0.26,-7.81,-2.6,-2.69,0.13,-5.34,-2.08,0.73,-0.49,-3.49,0.92,-27.42
2232,-0.19,-0.07,-4.26,-0.28,-0.79,-8.7,-2.37,-2.39,0.74,-6.84,-1.25,0.82,-0.44,-3.16,1.5,-27.42
2183,-0.18,-0.08,-4.26,-0.28,-0.79,-8.7,-2.51,-2.39,1.5,-6.84,-1.89,0.82,-0.44,-3.16,1.5,-27.44
2034,-0.15,-0.09,-4.26,-0.28,-0.16,-9.6,-2.51,-2.76,1.5,-7.23,-1.25,0.97,-0.44,-2.92,1.5,-27.44
1884,-0.12,-0.09,-4.26,-0.24,-0.23,-9.66,-2.52,-2.67,1.27,-7.24,-1.25,0.95,-0.1,-2.95,1.39,-27.51
961,0.06,0.14,-3.35,-1.64,-1.8,-1.22,-1.23,-2.24,-1.71,-1.8,-0.79,-1.81,-2.11,-5.8,-2.1,-27.6
1004,0.05,0.21,-3.79,-1.72,-1.78,-1.97,-1.23,-1.19,-2.81,-1.42,-0.79,-1.2,-3.03,-5.86,-0.84,-27.63
1834,-0.11,-0.09,-4.26,-0.24,-0.23,-9.84,-2.52,-2.67,1.27,-7.2,-1.25,0.95,-0.1,-2.95,1.39,-27.65
1007,0.05,0.18,-3.11,-1.72,-1.72,-1.54,-1.62,-1.86,-2.86,-1.53,-0.79,-1.2,-3.1,-5.75,-1.07,-27.87
1783,-0.1,-0.08,-4.26,-0.24,-0.23,-8.91,-2.76,-2.99,1.15,-6.6,-1.89,0.8,-0.1,-3.32,1.39,-27.96
2083,-0.16,-0.08,-4.26,-0.28,-0.16,-9.62,-2.51,-2.76,1.5,-6.72,-1.89,0.82,-0.44,-3.29,1.5,-28.11
1984,-0.14,-0.09,-4.26,-0.28,-0.16,-9.78,-2.51,-3.01,1.27,-7.23,-1.25,0.95,-0.44,-2.95,1.5,-28.15
1052,0.04,0.23,-3.95,-2.05,-1.72,-2.39,-1.23,-1.19,-2.86,-1.29,-0.79,-1.2,-3.03,-5.64,-0.84,-28.18
1732,-0.09,-0.07,-3.43,-0.24,-0.12,-8.84,-2.6,-3.02,0.13,-6.08,-1.79,0.8,-0.49,-3.57,1.06,-28.19
1934,-0.13,-0.09,-4.26,-0.28,-0.23,-9.66,-2.51,-2.82,1.27,-7.48,-1.25,0.95,-0.44,-2.95,1.39,-28.27
1127,0.03,-0.02,-3.06,-1.91,-1.99,-4.02,-1.7,-4.51,-3.39,-1.78,0.33,-1.98,-1.44,-3.63,0.77,-28.31
962,0.06,0.13,-3.51,-1.64,-1.8,-1.22,-1.1,-2.24,-1.71,-1.86,-0.79,-1.88,-2.11,-6.13,-2.39,-28.38
1101,0.03,0.24,-3.95,-2.54,-1.3,-1.97,-1.23,-0.77,-2.86,-1.29,-0.79,-1.56,-3.02,-6.31,-0.84,-28.43
1006,0.05,0.19,-3.79,-2.13,-1.72,-1.97,-1.23,-1.47,-2.86,-1.67,-0.79,-1.2,-3.1,-5.75,-0.84,-28.52
2132,-0.17,-0.07,-4.26,-0.28,-0.76,-8.7,-2.51,-2.76,0.74,-6.72,-1.89,0.82,-0.44,-3.29,1.5,-28.55
1008,0.05,0.17,-3.27,-1.72,-1.4,-1.54,-1.62,-2.24,-2.86,-1.62,-0.83,-1.2,-2.11,-6.06,-2.1,-28.57
1833,-0.11,-0.08,-4.26,-0.24,-0.23,-9.88,-2.77,-2.67,1.15,-6.6,-1.89,0.8,-0.1,-3.32,1.39,-28.62
1005,0.05,0.2,-3.79,-2.13,-1.35,-1.97,-1.23,-1.47,-2.86,-1.67,-0.79,-1.2,-3.1,-6.26,-0.84,-28.66
963,0.06,0.12,-3.51,-1.66,-1.48,-1.42,-1.32,-2.53,-1.71,-1.72,-0.72,-2.15,-2.11,-6.36,-2.27,-28.96
1883,-0.12,-0.08,-4.26,-0.24,-0.23,-9.88,-2.77,-2.67,1.15,-7.06,-1.89,0.8,-0.1,-3.32,1.39,-29.08
1010,0.05,0.15,-4.22,-1.64,-1.48,-1.22,-1.39,-2.24,-2.83,-1.8,-0.83,-1.44,-2.11,-5.8,-2.1,-29.1
2033,-0.15,-0.08,-4.26,-0.28,-0.16,-9.64,-2.76,-3.01,1.38,-7.08,-1.89,0.82,-0.44,-3.29,1.5,-29.11
2182,-0.18,-0.07,-4.26,-0.28,-1.28,-8.7,-2.51,-2.76,0.74,-6.84,-1.89,0.82,-0.44,-3.29,1.5,-29.19
1150,0.02,0.25,-3.9,-3.02,-1.05,-1.58,-1.23,-0.77,-3.37,-1.29,-0.79,-1.55,-3.02,-6.29,-1.48,-29.34
1053,0.04,0.22,-3.95,-2.54,-2.42,-2.39,-1.23,-1.19,-2.86,-1.42,-0.79,-1.2,-3.03,-5.68,-0.84,-29.54
1054,0.04,0.21,-3.95,-2.21,-2.42,-2.39,-1.23,-1.19,-2.86,-1.67,-0.79,-1.2,-3.1,-5.75,-0.84,-29.6
1075,0.04,0.0,-3.8,-1.21,-2.82,-3.51,-0.88,-2.42,-3.49,-1.63,-1.2,-1.72,-2.32,-5.27,0.66,-29.61
1933,-0.13,-0.08,-4.26,-0.28,-0.23,-9.7,-2.76,-2.82,1.15,-7.33,-1.89,0.8,-0.44,-3.32,1.39,-29.69
1009,0.05,0.16,-4.05,-1.64,-1.48,-1.22,-1.62,-2.24,-2.83,-1.8,-0.97,-1.32,-2.11,-6.39,-2.1,-29.77
1983,-0.14,-0.08,-4.26,-0.28,-0.14,-9.82,-2.76,-3.01,1.15,-7.26,-1.89,0.8,-0.44,-3.32,1.39,-29.84
964,0.06,0.11,-3.51,-1.66,-1.48,-1.42,-1.32,-2.74,-1.71,-2.06,-0.93,-2.15,-2.11,-6.64,-2.27,-30.0
965,0.06,0.1,-3.51,-1.66,-1.45,-1.57,-1.3,-2.94,-1.95,-1.62,-1.17,-2.97,-2.11,-5.9,-2.27,-30.42
2431,-0.23,-0.06,-4.34,-0.86,-3.08,-8.77,-2.85,-2.19,0.78,-6.4,-1.32,0.32,-0.44,-3.16,1.89,-30.42
2082,-0.16,-0.07,-4.26,-0.28,-0.65,-9.62,-2.76,-3.01,0.74,-7.08,-1.89,0.82,-0.44,-3.29,1.2,-30.52
973,0.06,0.02,-3.81,-1.69,-1.37,-2.15,-0.97,-2.59,-2.51,-1.92,-1.6,-2.58,-2.54,-5.35,-1.56,-30.64
969,0.06,0.06,-3.49,-1.66,-1.67,-1.67,-0.75,-2.94,-2.48,-1.71,-1.34,-2.85,-2.29,-5.74,-2.05,-30.64
2480,-0.24,-0.05,-4.28,-0.95,-2.3,-9.22,-2.85,-2.19,0.78,-6.35,-1.32,-0.31,-0.44,-3.16,1.89,-30.7
970,0.06,0.05,-3.59,-1.69,-1.67,-1.67,-0.86,-2.94,-2.44,-1.72,-1.34,-2.85,-2.29,-5.77,-2.05,-30.88
2032,-0.15,-0.07,-4.26,-0.28,-0.65,-10.09,-2.6,-3.01,0.62,-7.08,-1.89,0.82,-0.44,-3.29,1.2,-30.95
1011,0.05,0.14,-4.38,-1.64,-1.48,-1.28,-1.56,-2.24,-2.83,-1.87,-0.83,-2.22,-2.11,-6.13,-2.39,-30.96
967,0.06,0.08,-3.2,-1.66,-1.53,-1.66,-0.68,-2.94,-2.17,-1.85,-1.33,-2.97,-2.29,-6.17,-2.52,-30.97
1055,0.04,0.2,-3.95,-2.62,-1.99,-2.04,-1.23,-1.73,-3.22,-1.71,-0.79,-1.2,-3.1,-6.57,-0.84,-30.99
968,0.06,0.07,-3.2,-1.66,-1.53,-1.67,-0.89,-2.94,-2.48,-1.85,-1.33,-2.97,-2.29,-6.17,-2.05,-31.03
1279,0.0,-0.04,-3.83,-0.9,-0.33,-5.3,-2.76,-4.38,-1.56,-4.07,0.99,-1.61,-2.93,-4.33,-0.07,-31.08
1102,0.03,0.23,-3.95,-2.54,-1.72,-2.39,-1.82,-1.19,-3.37,-1.29,-0.79,-1.56,-3.02,-6.66,-0.84,-31.14
1178,0.02,-0.03,-4.06,-2.48,-2.58,-4.76,-1.07,-4.12,-2.87,-2.75,0.02,-1.43,-2.63,-3.34,0.88,-31.19
2381,-0.22,-0.06,-4.28,-0.86,-3.08,-9.37,-2.84,-2.19,0.78,-6.87,-0.98,0.32,-0.73,-3.16,1.89,-31.37
2331,-0.21,-0.06,-4.28,-0.28,-2.57,-9.37,-2.84,-2.19,0.34,-7.32,-0.98,0.32,-0.73,-3.16,1.68,-31.38
966,0.06,0.09,-3.2,-1.66,-1.58,-1.71,-1.3,-2.94,-2.17,-1.62,-1.33,-2.97,-2.29,-6.17,-2.52,-31.46
1331,-0.01,-0.06,-3.41,-1.54,-0.53,-7.77,-4.56,-3.28,-0.57,-4.36,-0.75,-1.19,-0.76,-3.66,0.73,-31.65
1782,-0.1,-0.07,-4.26,-0.24,-0.82,-9.91,-2.6,-2.99,0.13,-6.87,-1.79,0.8,-0.49,-3.57,0.91,-31.7
971,0.06,0.04,-3.49,-1.69,-1.67,-1.79,-0.79,-2.89,-2.68,-1.92,-1.53,-2.85,-2.51,-5.87,-2.05,-31.73
1024,0.05,0.01,-4.84,-1.69,-1.77,-2.96,-1.7,-2.61,-3.22,-2.15,-0.96,-2.47,-2.54,-4.81,-0.03,-31.75
2231,-0.19,-0.06,-4.26,-0.28,-2.9,-9.07,-2.99,-2.39,0.69,-7.38,-0.98,0.32,-0.73,-3.29,1.5,-31.76
1013,0.05,0.12,-4.38,-1.66,-2.12,-1.28,-2.25,-2.53,-2.83,-1.49,-0.76,-2.15,-2.11,-6.36,-1.96,-31.88
1151,0.02,0.24,-3.9,-3.02,-1.72,-1.97,-1.82,-0.77,-3.73,-1.29,-0.79,-1.56,-3.53,-6.31,-1.48,-31.89
2281,-0.2,-0.06,-4.26,-0.28,-2.9,-9.37,-2.85,-2.39,0.34,-7.32,-0.98,0.32,-0.73,-3.16,1.68,-31.9
972,0.06,0.03,-3.93,-1.69,-1.67,-2.35,-0.79,-2.42,-2.69,-1.92,-1.48,-2.74,-2.51,-5.96,-1.93,-32.08
1012,0.05,0.13,-4.38,-1.64,-2.12,-1.28,-1.88,-2.24,-2.83,-1.86,-0.83,-2.44,-2.11,-6.13,-2.39,-32.13
1832,-0.11,-0.07,-4.26,-0.24,-0.72,-10.88,-2.6,-2.67,0.13,-6.87,-1.79,0.8,-0.41,-3.57,0.91,-32.17
1104,0.03,0.21,-3.95,-2.21,-2.42,-2.04,-1.82,-1.47,-3.73,-1.71,-0.79,-1.56,-3.09,-6.77,-0.84,-32.4
1882,-0.12,-0.07,-4.26,-0.24,-0.72,-10.88,-2.6,-2.67,0.35,-7.34,-1.79,0.8,-0.41,-3.57,0.91,-32.42
1381,-0.02,-0.06,-3.69,-1.2,-0.53,-8.13,-4.32,-3.28,-0.81,-4.36,-0.64,-1.11,-1.09,-3.66,0.32,-32.5
1103,0.03,0.22,-3.95,-2.54,-2.42,-2.39,-1.82,-1.19,-3.73,-1.67,-0.79,-1.56,-3.02,-6.59,-0.84,-32.51
1982,-0.14,-0.07,-4.26,-0.28,-0.63,-10.82,-2.6,-3.01,0.39,-7.26,-1.89,0.8,-0.75,-3.32,1.09,-32.54
1200,0.01,0.25,-3.91,-3.59,-1.44,-1.93,-1.82,-0.77,-3.73,-1.73,-0.79,-1.55,-3.53,-6.29,-1.48,-32.56
1932,-0.13,-0.07,-4.26,-0.28,-0.72,-10.7,-2.6,-2.82,0.39,-7.57,-1.89,0.8,-0.75,-3.57,1.09,-32.88
1126,0.03,-0.01,-3.52,-2.36,-2.59,-4.02,-0.7,-3.81,-4.88,-2.05,-0.24,-3.4,-1.43,-3.86,-0.35,-33.21
1056,0.04,0.19,-3.95,-2.62,-2.62,-2.04,-2.6,-1.86,-3.22,-1.71,-0.79,-1.2,-3.1,-6.59,-1.07,-33.37
1228,0.01,-0.03,-5.13,-1.31,-2.96,-4.46,-1.92,-3.95,-2.21,-3.19,0.19,-1.68,-3.08,-3.51,-0.21,-33.42
2330,-0.21,-0.05,-4.28,-0.87,-2.9,-9.77,-3.27,-2.39,0.69,-7.32,-0.98,-0.31,-0.73,-3.16,1.68,-33.61
1057,0.04,0.18,-3.43,-2.21,-2.62,-1.96,-2.6,-1.87,-3.22,-1.89,-0.83,-1.2,-3.1,-6.9,-1.84,-33.67
1201,0.01,0.24,-3.91,-3.59,-2.11,-1.97,-1.82,-0.77,-3.73,-1.98,-0.79,-1.56,-3.82,-6.15,-1.48,-33.68
1152,0.02,0.23,-3.9,-3.02,-1.72,-2.39,-1.82,-1.19,-3.73,-1.67,-0.79,-1.94,-3.53,-6.59,-1.48,-33.77
2430,-0.23,-0.05,-4.28,-1.45,-3.08,-9.85,-2.85,-2.19,0.34,-6.87,-1.32,-0.31,-0.44,-3.16,1.68,-33.78
1105,0.03,0.2,-4.11,-2.62,-1.67,-2.04,-1.82,-1.86,-4.05,-1.71,-0.79,-1.56,-3.09,-7.59,-1.07,-33.98
2181,-0.18,-0.06,-4.26,-0.9,-2.9,-9.07,-2.99,-2.76,0.69,-7.38,-1.62,0.32,-0.73,-3.29,0.89,-34.0
1058,0.04,0.17,-3.93,-2.13,-2.62,-1.64,-2.6,-2.24,-3.22,-2.07,-0.97,-1.48,-2.11,-6.9,-2.1,-34.01
1431,-0.03,-0.06,-4.0,-1.37,-0.71,-8.55,-4.57,-3.73,-0.22,-4.73,-0.64,-0.76,-1.06,-3.75,0.06,-34.03
2380,-0.22,-0.05,-4.28,-1.45,-3.08,-9.77,-3.27,-2.19,0.34,-6.87,-0.98,-0.31,-0.73,-3.16,1.68,-34.07
2131,-0.17,-0.06,-4.26,-0.9,-2.38,-9.07,-3.24,-3.01,0.69,-7.44,-1.62,0.32,-0.73,-3.76,0.89,-34.51
1059,0.04,0.16,-4.54,-2.13,-2.71,-1.64,-2.37,-2.24,-3.19,-1.8,-0.73,-1.76,-2.11,-7.23,-2.1,-34.55
1014,0.05,0.11,-4.38,-1.66,-2.09,-2.07,-2.25,-2.74,-3.07,-2.06,-1.21,-2.61,-2.11,-6.64,-1.96,-34.85
2280,-0.2,-0.05,-4.26,-0.87,-3.29,-9.77,-3.42,-2.39,0.69,-7.38,-0.98,-0.31,-1.28,-3.29,1.68,-34.87
2479,-0.24,-0.04,-4.28,-1.95,-2.69,-9.9,-3.83,-2.19,0.11,-6.82,-1.32,-0.31,-0.44,-3.16,1.68,-35.1
1015,0.05,0.1,-4.49,-1.66,-2.06,-2.07,-2.06,-2.94,-3.32,-1.62,-1.21,-3.28,-2.11,-6.17,-2.13,-35.12
1060,0.04,0.15,-4.8,-2.13,-2.71,-1.7,-2.37,-2.24,-3.19,-1.87,-0.83,-2.26,-2.11,-6.97,-2.1,-35.28
2230,-0.19,-0.05,-4.26,-0.87,-3.29,-9.47,-3.67,-2.76,0.69,-7.38,-0.98,-0.31,-1.28,-3.29,1.5,-35.37
1023,0.05,0.02,-4.84,-1.69,-2.01,-2.94,-1.74,-2.59,-3.4,-2.15,-1.22,-3.46,-2.65,-5.35,-1.42,-35.46
1153,0.02,0.22,-3.9,-3.02,-2.42,-2.04,-1.82,-1.45,-4.05,-2.15,-0.79,-1.94,-3.6,-7.0,-1.48,-35.66
1106,0.03,0.19,-4.11,-2.62,-2.63,-2.04,-2.6,-1.86,-4.05,-1.8,-0.83,-1.68,-3.09,-7.5,-1.08,-35.89
1016,0.05,0.09,-4.07,-1.66,-2.22,-2.35,-2.06,-2.94,-3.54,-1.62,-1.37,-3.28,-2.29,-6.17,-2.38,-35.95
1061,0.04,0.14,-4.8,-2.13,-2.71,-2.26,-2.62,-2.24,-3.19,-1.78,-0.83,-2.26,-2.11,-6.97,-2.08,-35.98
1017,0.05,0.08,-4.07,-1.66,-2.17,-2.3,-1.44,-2.94,-3.8,-2.08,-1.37,-3.57,-2.4,-6.17,-2.38,-36.35
1250,0.0,0.25,-4.17,-4.07,-1.98,-1.58,-2.15,-1.21,-4.68,-2.24,-0.79,-1.55,-3.82,-6.13,-2.06,-36.43
1108,0.03,0.17,-4.19,-2.53,-2.63,-1.64,-2.37,-2.24,-4.01,-2.07,-0.73,-2.12,-2.1,-7.83,-2.1,-36.56
1177,0.02,-0.02,-3.57,-2.15,-3.17,-5.26,-2.06,-4.99,-4.24,-3.02,-0.21,-2.13,-2.82,-3.73,0.77,-36.58
1202,0.01,0.23,-4.41,-3.59,-2.11,-2.39,-1.82,-1.45,-4.05,-2.15,-0.79,-1.94,-3.82,-6.59,-1.48,-36.59
1019,0.05,0.06,-4.52,-1.66,-2.31,-2.53,-1.51,-2.94,-3.85,-1.94,-1.57,-3.73,-2.4,-5.74,-1.91,-36.61
1330,-0.01,-0.05,-3.57,-1.4,-0.75,-7.54,-4.59,-3.14,-0.93,-4.65,-1.04,-2.57,-2.22,-4.44,0.19,-36.65
1062,0.04,0.13,-5.43,-2.13,-2.71,-2.26,-2.64,-2.53,-3.43,-1.63,-0.83,-2.01,-2.11,-6.97,-2.08,-36.76
1020,0.05,0.05,-4.62,-1.69,-2.31,-3.18,-1.62,-2.94,-3.81,-1.95,-0.94,-3.73,-2.4,-5.77,-1.91,-36.87
1021,0.05,0.04,-4.52,-1.69,-2.31,-2.58,-1.55,-2.89,-4.05,-2.15,-1.01,-3.73,-2.62,-5.87,-1.91,-36.88
1154,0.02,0.21,-4.06,-2.69,-3.01,-2.04,-1.82,-1.86,-4.05,-2.15,-0.79,-2.06,-3.6,-7.18,-1.71,-37.02
1018,0.05,0.07,-4.23,-1.66,-2.17,-2.49,-1.65,-2.94,-3.85,-2.08,-1.64,-3.85,-2.4,-6.17,-1.91,-37.04
2081,-0.16,-0.06,-4.26,-0.9,-2.66,-9.99,-3.24,-3.01,0.24,-7.8,-1.62,-0.1,-0.73,-3.92,0.89,-37.1
1481,-0.04,-0.06,-4.06,-1.28,-1.85,-8.55,-4.56,-4.12,-0.14,-5.73,-1.36,-1.0,-1.06,-3.75,0.21,-37.25
1022,0.05,0.03,-4.96,-1.69,-2.31,-3.72,-1.55,-2.42,-3.58,-2.15,-0.96,-3.62,-2.62,-5.96,-1.79,-37.33
1531,-0.05,-0.06,-4.1,-1.18,-1.47,-8.6,-4.56,-4.12,-0.14,-5.76,-1.09,-1.22,-0.99,-4.28,0.13,-37.38
1107,0.03,0.18,-4.19,-2.61,-2.63,-2.1,-2.37,-1.87,-4.05,-2.07,-0.97,-1.84,-3.09,-7.5,-2.1,-37.39
1074,0.04,0.01,-4.8,-2.18,-2.54,-3.54,-1.99,-3.36,-3.69,-2.38,-1.55,-2.47,-2.56,-6.11,-0.28,-37.45
2329,-0.21,-0.04,-4.26,-1.87,-3.1,-10.17,-3.82,-2.39,0.02,-7.32,-0.98,-0.31,-1.28,-3.29,1.24,-37.53
2429,-0.23,-0.04,-4.28,-3.04,-3.47,-10.17,-3.83,-2.19,0.02,-6.87,-0.98,-0.31,-0.99,-3.16,1.68,-37.59
1125,0.03,0.0,-5.04,-2.04,-2.28,-4.15,-0.7,-3.03,-4.76,-2.94,-1.24,-2.87,-2.28,-5.95,-0.31,-37.59
2379,-0.22,-0.04,-4.28,-2.45,-3.8,-10.17,-3.82,-2.19,0.02,-6.87,-0.98,-0.31,-1.28,-3.16,1.68,-37.61
1931,-0.13,-0.06,-4.45,-0.9,-1.63,-10.9,-3.07,-2.82,0.01,-8.27,-1.62,0.47,-1.04,-4.35,0.91,-37.66
1203,0.01,0.22,-4.28,-3.1,-2.81,-2.39,-1.82,-1.73,-4.05,-2.15,-0.79,-2.06,-3.89,-7.0,-1.71,-37.78
1881,-0.12,-0.06,-4.45,-0.86,-1.63,-11.08,-3.34,-3.42,-0.03,-7.79,-1.52,0.47,-0.7,-4.35,0.91,-37.79
1681,-0.08,-0.06,-4.04,-1.1,-1.31,-8.96,-4.43,-4.39,-0.25,-6.71,-1.52,-0.77,-0.78,-4.27,0.62,-37.91
1581,-0.06,-0.06,-4.55,-1.18,-1.47,-8.57,-4.62,-4.06,-0.14,-5.58,-1.09,-1.22,-0.78,-4.82,0.08,-38.0
2180,-0.18,-0.05,-4.26,-0.99,-3.1,-9.87,-3.67,-3.01,0.69,-7.56,-1.62,-0.31,-1.28,-3.93,0.89,-38.02
2130,-0.17,-0.05,-4.26,-0.99,-2.58,-9.87,-3.67,-3.01,0.36,-7.45,-1.62,-0.31,-1.28,-4.4,0.89,-38.19
1731,-0.09,-0.06,-3.78,-1.1,-1.03,-9.59,-4.43,-4.39,-0.25,-7.55,-1.52,-0.17,-0.78,-4.35,0.68,-38.26
1981,-0.14,-0.06,-4.26,-0.9,-2.14,-11.02,-3.08,-3.01,0.01,-7.99,-1.62,-0.12,-1.04,-4.2,1.09,-38.28
2031,-0.15,-0.06,-4.26,-0.9,-2.64,-11.01,-3.08,-3.01,0.24,-8.04,-1.62,-0.1,-1.04,-3.92,0.89,-38.49
2279,-0.2,-0.04,-4.26,-1.87,-3.1,-10.17,-4.22,-2.76,0.02,-7.56,-0.98,-0.31,-1.28,-3.45,1.24,-38.7
1204,0.01,0.21,-4.39,-2.77,-3.08,-2.39,-1.82,-1.86,-4.05,-2.24,-0.83,-2.18,-3.89,-7.49,-1.72,-38.71
2378,-0.22,-0.03,-4.28,-2.45,-3.92,-9.27,-3.82,-2.78,-0.32,-7.32,-0.98,-0.31,-1.28,-3.29,1.24,-38.78
2478,-0.24,-0.03,-4.28,-3.04,-3.0,-10.49,-3.83,-2.58,-0.67,-6.82,-1.32,-0.31,-0.99,-3.16,1.68,-38.81
2428,-0.23,-0.03,-4.28,-3.04,-4.11,-10.04,-3.83,-2.58,-0.32,-6.87,-0.98,-0.31,-0.99,-3.16,1.68,-38.83
1063,0.04,0.12,-5.43,-2.15,-2.67,-3.07,-2.87,-2.53,-3.43,-2.06,-1.0,-2.37,-2.11,-7.2,-1.96,-38.85
2328,-0.21,-0.03,-4.26,-1.87,-3.41,-9.27,-4.63,-2.78,-0.32,-7.56,-0.98,-0.31,-1.28,-3.45,1.24,-38.88
1251,0.0,0.24,-4.71,-4.07,-2.4,-1.97,-2.15,-1.47,-4.94,-2.64,-0.79,-1.56,-3.82,-6.15,-2.29,-38.96
1380,-0.02,-0.05,-3.85,-1.7,-0.75,-8.31,-4.4,-3.59,-1.54,-4.71,-0.93,-2.27,-2.55,-4.44,-0.0,-39.04
1631,-0.07,-0.06,-4.55,-1.28,-1.47,-8.96,-4.43,-4.06,-0.25,-6.45,-1.81,-0.77,-0.78,-4.43,0.19,-39.05
1155,0.02,0.2,-4.17,-3.55,-2.26,-2.44,-2.21,-1.86,-4.05,-2.24,-0.83,-2.06,-3.89,-8.31,-1.72,-39.59
1781,-0.1,-0.06,-4.47,-1.1,-1.73,-10.42,-4.11,-4.36,-0.25,-7.29,-1.52,-0.17,-0.78,-4.35,0.91,-39.64
1110,0.03,0.15,-4.8,-3.01,-2.71,-2.26,-2.62,-2.61,-3.98,-2.22,-0.83,-2.89,-2.42,-7.57,-1.79,-39.71
1831,-0.11,-0.06,-4.61,-1.1,-1.63,-11.08,-3.68,-3.76,-0.25,-8.08,-1.52,0.16,-0.78,-4.35,0.91,-39.77
2229,-0.19,-0.04,-4.26,-1.87,-3.1,-9.87,-4.64,-2.76,0.02,-7.57,-0.98,-0.31,-1.28,-3.93,0.76,-39.79
1227,0.01,-0.02,-4.64,-1.2,-4.19,-4.96,-2.83,-4.82,-3.07,-3.46,-0.34,-2.38,-3.27,-3.9,-0.79,-39.85
1252,0.0,0.23,-4.87,-4.0,-2.38,-2.39,-2.15,-1.47,-4.39,-2.64,-0.79,-2.06,-3.89,-6.59,-2.29,-39.91
1109,0.03,0.16,-4.8,-3.01,-2.71,-2.4,-2.37,-2.61,-3.98,-2.24,-0.83,-2.86,-2.1,-8.16,-2.1,-40.17
2278,-0.2,-0.03,-4.12,-1.87,-3.41,-9.27,-5.15,-3.38,-0.32,-7.57,-0.98,-0.31,-1.28,-3.45,0.94,-40.17
2477,-0.24,-0.02,-5.24,-3.04,-4.11,-10.49,-3.83,-2.58,-0.32,-6.82,-0.98,-0.31,-0.95,-3.16,1.24,-40.59
2080,-0.16,-0.05,-4.12,-0.99,-2.99,-10.79,-3.51,-3.01,0.24,-8.01,-1.62,-0.73,-1.59,-4.4,0.89,-40.63
2427,-0.23,-0.02,-5.24,-3.04,-4.11,-10.04,-4.25,-3.01,-0.32,-6.87,-0.98,-0.31,-0.95,-3.16,1.24,-41.04
2030,-0.15,-0.05,-4.12,-0.99,-2.68,-11.64,-3.5,-3.01,0.24,-8.15,-1.62,-0.73,-1.59,-4.65,1.2,-41.24
1064,0.04,0.11,-5.43,-2.15,-2.67,-3.22,-2.87,-2.89,-3.68,-1.85,-1.21,-3.67,-2.11,-7.48,-2.02,-41.25
2377,-0.22,-0.02,-5.11,-2.45,-3.93,-9.27,-4.63,-3.01,-0.32,-7.5,-0.98,-0.31,-1.24,-3.84,1.24,-41.35
2228,-0.19,-0.03,-4.12,-1.87,-3.42,-8.97,-5.15,-3.63,-0.32,-7.54,-0.98,-0.31,-1.59,-3.93,0.45,-41.38
1253,0.0,0.22,-4.98,-4.41,-2.4,-2.39,-2.15,-1.88,-4.67,-2.73,-0.83,-1.75,-3.89,-7.0,-2.3,-41.38
2426,-0.23,-0.01,-5.11,-2.45,-4.12,-10.38,-5.3,-2.93,-0.32,-6.34,-0.98,-0.31,-0.95,-3.45,1.24,-41.4
2179,-0.18,-0.04,-4.12,-1.99,-3.1,-9.87,-4.83,-3.01,0.02,-7.54,-1.62,-0.31,-1.59,-3.93,0.45,-41.44
1111,0.03,0.14,-5.43,-3.01,-2.71,-2.43,-2.25,-2.9,-4.39,-2.08,-1.07,-3.16,-2.42,-7.54,-2.08,-41.47
2327,-0.21,-0.02,-5.11,-2.41,-3.61,-9.27,-5.14,-3.01,-0.32,-7.57,-0.98,-0.31,-1.24,-3.84,1.24,-41.57
2376,-0.22,-0.01,-5.11,-1.87,-4.12,-9.61,-5.44,-2.93,-0.32,-6.83,-0.98,-0.31,-1.54,-3.84,1.24,-41.66
2476,-0.24,-0.01,-5.1,-3.04,-4.31,-10.83,-4.66,-2.73,-0.32,-6.66,-0.98,-0.31,-0.95,-3.16,1.24,-41.81
1073,0.04,0.02,-5.4,-2.18,-2.78,-3.52,-2.24,-3.34,-3.75,-2.37,-1.81,-3.46,-2.67,-6.65,-1.66,-41.83
1176,0.02,-0.01,-3.71,-2.6,-3.88,-5.26,-1.06,-4.29,-5.73,-3.63,-0.74,-3.55,-2.44,-4.6,-0.35,-41.84
1430,-0.03,-0.05,-4.16,-1.87,-0.93,-9.0,-4.7,-4.09,-1.31,-5.15,-0.93,-2.22,-2.83,-4.53,-0.26,-41.98
1157,0.02,0.18,-4.3,-3.46,-2.63,-2.8,-2.37,-1.87,-4.01,-2.51,-0.73,-2.79,-3.89,-7.91,-2.74,-42.01
